"businessLegalName","doingBusinessAsName","businessAddressText","streetAddressText","cityName","stateCode","zipCode","sectionCodeList"
"O'NEILL DEVELOPMENT LLC","","11 RUSSELL AVE GAITHERSBURG MD 20877-2911","11 RUSSELL AVE","GAITHERSBURG","MD","20877-2911","64: Contractors"
"ONLINE CONSULTING INC","","2111 WILSON BLVD # 700 ARLINGTON VA 22201-3052","2111 WILSON BLVD","ARLINGTON","VA","22201-3052","59: Business Services"
"ONLINE LENDERS ALLIANCE","","2001 JEFFERSON DAVIS HWY # 405 ARLINGTON VA 22202-3607","2001 JEFFERSON DAVIS HWY","ARLINGTON","VA","22202-3607","57B: Specialized"
"ONPOINT CONSULTING INC","","2107 WILSON BLVD # 510 ARLINGTON VA 22201-3042","2107 WILSON BLVD","ARLINGTON","VA","22201-3042","57B: Specialized"
"ONSPOT DIGITAL NETWORK LLC","","1100 S HAYES ST ARLINGTON VA 22202-4907","1100 S HAYES ST","ARLINGTON","VA","22202-4907","57B: Specialized"
"ONYX TECHNICAL SERVICES INC","","925 N JACKSON ST ARLINGTON VA 22201-2232","925 N JACKSON ST","ARLINGTON","VA","22201-2232","57B: Specialized"
"OPEN TEXT PUBLIC SECTOR SOLUTIONS INC","","4075 WILSON BLVD # 450 ARLINGTON VA 22203-2157","4075 WILSON BLVD","ARLINGTON","VA","22203-2157","57B: Specialized"
"OPEN WATER SOFTWARE INC","","4401 FAIRFAX DR # 200 ARLINGTON VA 22203-1600","4401 FAIRFAX DR","ARLINGTON","VA","22203-1600","86B: Qualified Tech Bus 1-499"
"OPERA SOLUTIONS GOVERNMENT SERVICES LLC","","1655 FORT MYER DR # 925 ARLINGTON VA 22209-3117","1655 FORT MYER DR","ARLINGTON","VA","22209-3117","71B: Renting Commercial Real Estate"
"OPERATION HOMEFRONT INC","","","","","","","57B: Specialized"
"OPPORTUNITY ALLIANCE SERVICES INC","","1401 S CLARK ST # 800 ARLINGTON VA 22202-4141","1401 S CLARK ST","ARLINGTON","VA","22202-4141","57B: Specialized"
"OPPTIV LLC","","1001 19TH ST N # 1200 ARLINGTON VA 22209-1710","1001 19TH ST N","ARLINGTON","VA","22209-1710","57B: Specialized"
"OPTECH LLC","","1655 FORT MYER DR # 700 ARLINGTON VA 22209-3199","1655 FORT MYER DR","ARLINGTON","VA","22209-3199","57B: Specialized"
"OPTICS 1 INC","","1820 FORT MYER DR # 601 ARLINGTON VA 22209-1811","1820 FORT MYER DR","ARLINGTON","VA","22209-1811","57B: Specialized"
"OPTIMAL PHYSICAL THERAPY LLC","","1700 N MOORE ST # 1925 ARLINGTON VA 22209-1916","1700 N MOORE ST","ARLINGTON","VA","22209-1916","57A: Professional"
"OPTIME REALTY LLC","THE KERI SHULL TEAM","1600 WILSON BLVD # 900 ARLINGTON VA 22209-2510","1600 WILSON BLVD","ARLINGTON","VA","22209-2510","571B: Real Estate Broker"
"OPULEN FINANCIAL GROUP LLC","","1001 19TH ST N # 1200 ARLINGTON VA 22209-1731","1001 19TH ST N","ARLINGTON","VA","22209-1731","57A: Professional"
"ORACLE AMERICA INC","","1515 N COURTHOUSE RD # 8 ARLINGTON VA 22201-2909","1515 N COURTHOUSE RD","ARLINGTON","VA","22201-2909","57B: Specialized"
"ORACLE REALTY CORP","","2111 WILSON BLVD # 8 ARLINGTON VA 22201-3001","2111 WILSON BLVD","ARLINGTON","VA","22201-3001","571B: Real Estate Broker"
"ORANGE SUGAR LLC","SUGAR SHACK DONUTS AND COFFEE","3400 COLUMBIA PIKE ARLINGTON VA 22204-4264","3400 COLUMBIA PIKE","ARLINGTON","VA","22204-4264","611: Restaurant"
"ORBITAL ATK INC","","1300 WILSON BLVD # 1100 ARLINGTON VA 22209-2313","1300 WILSON BLVD","ARLINGTON","VA","22209-2313","57B: Specialized"
"ORCHID PROPERTIES INC","","PO BOX 61010 POTOMAC MD 20859-1010","PO BOX 61010","POTOMAC","MD","20859-1010","71B: Renting Commercial Real Estate"
"ORGANIZATION FOR AUTISM RESEARCH INC","","2000 14TH ST N # 240 ARLINGTON VA 22201-2568","2000 14TH ST N","ARLINGTON","VA","22201-2568","57B: Specialized"
"ORIION OF VIRGINIA LLC","","4210 PINE LN ALEXANDRIA VA 22312-1055","4210 PINE LN","ALEXANDRIA","VA","22312-1055","64: Contractors"
"ORION SYSTEMS GROUP LLC","","3900 JERMANTOWN RD # 480 FAIRFAX VA 22030-4900","3900 JERMANTOWN RD","FAIRFAX","VA","22030-4900","64: Contractors"
"ORIX GROWTH CAPITAL LLC","","3033 WILSON BLVD # 700 ARLINGTON VA 22201-3868","3033 WILSON BLVD","ARLINGTON","VA","22201-3868","57B: Specialized"
"ORLANDO DUARTE","","901 N STUART ST # 800 ARLINGTON VA 22203-4140","901 N STUART ST","ARLINGTON","VA","22203-4140","58: Personal Services"
"ORLANDO GAMARRA","","313 N GLEBE RD # 200A ARLINGTON VA 22203-3337","313 N GLEBE RD","ARLINGTON","VA","22203-3337","57B: Specialized"
"ORNDORFF & SPAID INC","","11722 OLD BALTIMORE PIKE BELTSVILLE MD 20705-1226","11722 OLD BALTIMORE PIKE","BELTSVILLE","MD","20705-1226","64: Contractors"
"ORNERO LLC","ORNERO SOFTWARE","4620 LEE HWY # 203 ARLINGTON VA 22207-3400","4620 LEE HWY","ARLINGTON","VA","22207-3400","57B: Specialized"
"ORR PROTECTION SYSTEMS INC","","","","","","","64: Contractors"
"ORR'S TRANSPORTATION SERVICE LLC","","944 S WAKEFIELD ST ARLINGTON VA 22204-3090","944 S WAKEFIELD ST","ARLINGTON","VA","22204-3090","58: Personal Services"
"ORTHO VIRGINIA INC","","1635 N GEORGE MASON DR # 310 ARLINGTON VA 22205-3616","1635 N GEORGE MASON DR","ARLINGTON","VA","22205-3616","57A: Professional"
"ORTHOPAEDIC FOOT & ANKLE CENTER OF WASHINGTON PC","","1307 N HIGHLAND ST ARLINGTON VA 22201-7036","1307 N HIGHLAND ST","ARLINGTON","VA","22201-7036","57A: Professional"
"ORVIS COMPANY INC","ORVIS CLARENDON","2879 CLARENDON BLVD # 101 ARLINGTON VA 22201-2867","2879 CLARENDON BLVD","ARLINGTON","VA","22201-2867","61: Retail Merchant"
"OS & B CONSTRUCTION LLC","","8008 FORT HUNT RD ALEXANDRIA VA 22308-1206","8008 FORT HUNT RD","ALEXANDRIA","VA","22308-1206","64: Contractors"
"OSCAR CONSTRUCTION INC","","","","","","","64: Contractors"
"OSCAR D TOBAR REZA","","13215 SAPPHIRE RIDGE PL BRISTOW VA 20136-2305","13215 SAPPHIRE RIDGE PL","BRISTOW","VA","20136-2305","64: Contractors"
"OSCAR DECORATORS INC","","2118 14TH ST NW WASHINGTON DC 20009-4412","2118 14TH ST NW","WASHINGTON","DC","20009-4412","64: Contractors"
"OSETH GROUP LLC","","45915 MARIES RD # 134 STERLING VA 20166-9280","45915 MARIES RD","STERLING","VA","20166-9280","64: Contractors"
"OSHKOSH CORPORATION","","1300 17TH ST N # 1040 ARLINGTON VA 22209-3801","1300 17TH ST N","ARLINGTON","VA","22209-3801","57B: Specialized"
"OSINT ALLIANCE LLC","","1100 N GLEBE RD # 1050 ARLINGTON VA 22201-4798","1100 N GLEBE RD","ARLINGTON","VA","22201-4798","57B: Specialized"
"OSTENDIO INC","","","","","","","86B: Qualified Tech Bus 1-499"
"OT 4 KIDS INC","","1125 PATRICK HENRY DR # 340 ARLINGTON VA 22205-3517","1125 PATRICK HENRY DR","ARLINGTON","VA","22205-3517","57A: Professional"
"OTELS INC","","2111 WILSON BLVD # 700 ARLINGTON VA 22201-3052","2111 WILSON BLVD","ARLINGTON","VA","22201-3052","57B: Specialized"
"OTG DCA VENTURE II LLC","TASTE OF CEGM-PRE SECURITY","NATL AIRPORT ARLINGTON VA 22201","NATL AIRPORT","ARLINGTON","VA","22201-0000","61: Retail Merchant"
"OTG DCA VENTURE II LLC","PAGE","NATL AIRPORT ARLINGTON VA 22201","NATL AIRPORT","ARLINGTON","VA","22201-0000","611: Restaurant"
"OTG DCA VENTURE II LLC","TASTE OF DISTRICT BAR","NATL AIRPORT ARLINGTON VA 22201","NATL AIRPORT","ARLINGTON","VA","22201-0000","611: Restaurant"
"OTG DCA VENTURE II LLC","RESERVOIR","NATL AIRPORT ARLINGTON VA 22201","NATL AIRPORT","ARLINGTON","VA","22201-0000","611: Restaurant"
"OTG DCA VENTURE II LLC","TASTE OF CEGM-WALKTHROUGH","NATL AIRPORT ARLINGTON VA 22201","NATL AIRPORT","ARLINGTON","VA","22201-0000","61: Retail Merchant"
"OTI W NWOSU","LAW OFFICE OF OTI WINIFRED NWO","2045 15TH ST N # 304 ARLINGTON VA 22201-2614","2045 15TH ST N","ARLINGTON","VA","22201-2614","57A: Professional"
"OTIS ELEVATOR CO","","8 FARM SPRINGS RD FARMINGTON CT 06032-2526","8 FARM SPRINGS RD","FARMINGTON","CT","06032-2526","64: Contractors"
"OTO DEVELOPMENT LLC","","1655 FORT MYER DR # 810 ARLINGTON VA 22209-3113","1655 FORT MYER DR","ARLINGTON","VA","22209-3113","59: Business Services"
"OTTER EQUITIES LC","","3200 LEE HWY ARLINGTON VA 22207-3744","3200 LEE HWY","ARLINGTON","VA","22207-3744","71B: Renting Commercial Real Estate"
"OTTER WILSON BOULEVARD LLC","","","","","","","81A: Builders/Developers"
"OUALID  TAYARI","WILLY'S BARBER SHOP AND HAIR","820 N POLLARD ST # 2-A ARLINGTON VA 22203-1775","820 N POLLARD ST","ARLINGTON","VA","22203-1775","58: Personal Services"
"OUTBACK STEAKHOUSE OF FLORIDA LLC","OUTBACK STEAKHOUSE #4715","4821 1ST ST N ARLINGTON VA 22203-2603","4821 1ST ST N","ARLINGTON","VA","22203-2603","26D: Beer & Wine-On/Off, 562130: Mixed Drinks-151+ Seats, 611: Restaurant"
"OUTDOOR ILLUMINATION INC","","4337 MONTGOMERY AVE BETHESDA MD 20814-4401","4337 MONTGOMERY AVE","BETHESDA","MD","20814-4401","64: Contractors"
"OUTDOOR SPACES LLC","","","","","","","64: Contractors"
"OVERLEE COMMUNITY ASSOCIATION INC","","6030 LEE HWY ARLINGTON VA 22205-3420","6030 LEE HWY","ARLINGTON","VA","22205-3420","58: Personal Services"
"OVERLEE COMMUNITY ASSOCIATION INC","","6030 LEE HWY ARLINGTON VA 22205-3420","6030 LEE HWY","ARLINGTON","VA","22205-3420","71A: Renting Residential Property"
"OVERTON & OGBURN ASSOC INC","","909 BALTIMORE BLVD WESTMINSTER MD 21157-7022","909 BALTIMORE BLVD","WESTMINSTER","MD","21157-7022","64: Contractors"
"OWENS COMFORT SYSTEMS INC","","PO BOX 348 DAVIDSONVILLE MD 21035-0348","PO BOX 348","DAVIDSONVILLE","MD","21035-0348","64: Contractors"
"OWENS-ILLINOIS INC","","1401 WILSON BLVD # 1005 ARLINGTON VA 22209-2326","1401 WILSON BLVD","ARLINGTON","VA","22209-2326","57B: Specialized"
"OWL DISINFECTANT CO INC","OWL PEST PREVENTION","5801 25TH RD N ARLINGTON VA 22207-1204","5801 25TH RD N","ARLINGTON","VA","22207-1204","58: Personal Services"
"OXFORD ELECTRONICS INC","","474 MEACHAM AVE ELMONT NY 11003-3849","474 MEACHAM AVE","ELMONT","NY","11003-3849","64: Contractors"
"OYSTER BUILDERS LLC","","10855 PARCEL CT OAKTON VA 22124-1438","10855 PARCEL CT","OAKTON","VA","22124-1438","64: Contractors"
"P & D CONTRACTORS LLC","","6115 CHILLUM PL NE WASHINGTON DC 20011-1503","6115 CHILLUM PL NE","WASHINGTON","DC","20011-1503","64: Contractors"
"P & H INVESTMENTS INC","","3260 WILSON BLVD ARLINGTON VA 22201-4436","3260 WILSON BLVD","ARLINGTON","VA","22201-4436","71B: Renting Commercial Real Estate"
"P & P CONTRACTORS INC","","PO BOX 8326 SILVER SPRING MD 20907-8326","PO BOX 8326","SILVER SPRING","MD","20907-8326","64: Contractors"
"P & P EXCAVATING CORPORATION","","","","","","","64: Contractors"
"P & R ENTERPRISES INC","","","","","","","58: Personal Services"
"P A PORTNER INC","","7505 RICKENBACKER DR GAITHERSBURG MD 20879-4731","7505 RICKENBACKER DR","GAITHERSBURG","MD","20879-4731","64: Contractors"
"P E SYSTEMS INC","","1225 S CLARK ST # 401 ARLINGTON VA 22202-4375","1225 S CLARK ST","ARLINGTON","VA","22202-4375","57B: Specialized"
"P E SYSTEMS INC","","1400 DEFENSE PENTAGON ARLINGTON VA 20301","1400 DEFENSE PENTAGON","ARLINGTON","VA","20301-0000","57B: Specialized"
"P F CHANG'S CHINA BISTRO INC","P F CHANG'S CHINA BISTRO","901 N GLEBE RD ARLINGTON VA 22203-1853","901 N GLEBE RD","ARLINGTON","VA","22203-1853","26D: Beer & Wine-On/Off, 562130: Mixed Drinks-151+ Seats, 611: Restaurant"
"P J RESTAURANT CORP","METRO 29 DINER RESTAURANT","4711 LEE HWY ARLINGTON VA 22207-3406","4711 LEE HWY","ARLINGTON","VA","22207-3406","26D: Beer & Wine-On/Off, 562130: Mixed Drinks-151+ Seats, 611: Restaurant"
"P R PAINTING COMPANY","P R COMPANY","PO BOX 480 FREDERICK MD 21705-0480","PO BOX 480","FREDERICK","MD","21705-0480","64: Contractors"
"P&S CENTRE INC","F45 TRAINING PENTAGON ROW","1101 S JOYCE ST # B25 ARLINGTON VA 22202-2097","1101 S JOYCE ST","ARLINGTON","VA","22202-2097","58: Personal Services"
"PA TACOS EL PAPI LLC","PA TACOS EL PAPI","5481 SHEFFIELD CT # 12 ALEXANDRIA VA 22311-5481","5481 SHEFFIELD CT","ALEXANDRIA","VA","22311-5481","38001: Peddlers - Food for Profit"
"PACE COMMUNICATIONS LLC","","6120 GAITHWAITE DRIVE CENTREVILLE VA 20120","6120 GAITHWAITE DRIVE","CENTREVILLE","VA","20120-0000","64: Contractors"
"PACE/CAPSTONE LLP","PACE COMPANIES","1220 N FILLMORE ST # 400 ARLINGTON VA 22201-6501","1220 N FILLMORE ST","ARLINGTON","VA","22201-6501","57B: Specialized"
"PACERS ONE LLC","","3100 CLARENDON BLVD ARLINGTON VA 22201-5330","3100 CLARENDON BLVD","ARLINGTON","VA","22201-5330","61: Retail Merchant"
"PACIFIC SHOE CORPORATION","MEZLAN","1100 S HAYES ST # OS07 ARLINGTON VA 22202-4907","1100 S HAYES ST","ARLINGTON","VA","22202-4907","61: Retail Merchant"
"PADDOCK SWIMMING POOL CO","","15120 SOUTHLAWN LN # C ROCKVILLE MD 20850-1493","15120 SOUTHLAWN LN","ROCKVILLE","MD","20850-1493","64: Contractors"
"PADMA WIJETILLEKE MD PC","","611 S CARLIN SPRINGS RD # 101 ARLINGTON VA 22204-1061","611 S CARLIN SPRINGS RD","ARLINGTON","VA","22204-1061","57A: Professional"
"PAE GOVERNMENT SERVICES INC","","1320 N COURTHOUSE RD # 800 ARLINGTON VA 22201-2572","1320 N COURTHOUSE RD","ARLINGTON","VA","22201-2572","57B: Specialized"
"PAE GOVERNMENT SERVICES INC","","1310 N COURTHOUSE RD # 310 ARLINGTON VA 22201-2594","1310 N COURTHOUSE RD","ARLINGTON","VA","22201-2594","57B: Specialized"
"PAE PROFESSIONAL SERVICES INC","","3865 WILSON BLVD ARLINGTON VA 22203-1761","3865 WILSON BLVD","ARLINGTON","VA","22203-1761","57B: Specialized"
"PAE-HSC","","1320 N COURTHOUSE RD # 800 ARLINGTON VA 22201-2598","1320 N COURTHOUSE RD","ARLINGTON","VA","22201-2598","57B: Specialized"
"PAETEC COMMUNICATIONS OF VIRGINIA LLC","","","","","","","70B1: PSC-Local Telephone Exch"
"PAGENSTECHER GROUP INC","","10605 CONCORD ST # 1 KENSINGTON MD 20895-2531","10605 CONCORD ST","KENSINGTON","MD","20895-2531","64: Contractors"
"PAIGE INDUSTRIAL SERVICES INC","","2828 10TH ST NE WASHINGTON DC 20017-3404","2828 10TH ST NE","WASHINGTON","DC","20017-3404","64: Contractors"
"PAIK SAN CORP","JAPANESE AUTO CLINIC","4831 LEE HWY ARLINGTON VA 22207-2530","4831 LEE HWY","ARLINGTON","VA","22207-2530","60: Repair Services"
"PAKI LLC","EAST WEST GRILLE","2721 WILSON BLVD ARLINGTON VA 22201-3803","2721 WILSON BLVD","ARLINGTON","VA","22201-3803","611: Restaurant"
"PALENCIA CONSTRUCTION LLC","","2842 STUART DR FALLS CHURCH VA 22042-1429","2842 STUART DR","FALLS CHURCH","VA","22042-1429","64: Contractors"
"PALMAR CONSTRUCTION","","769 GRACE ST HERNDON VA 20170-3706","769 GRACE ST","HERNDON","VA","20170-3706","64: Contractors"
"PALMER BROTHERS PAINTING CONTRACTORS INC","","8121A PINEY BRANCH RD SILVER SPRING MD 20910-4698","8121A PINEY BRANCH RD","SILVER SPRING","MD","20910-4698","64: Contractors"
"PALMER HAMILTON LLC","","","","","","","64: Contractors"
"PALMER'S CONTRACTING LLC","","6151 MILES LN WARRENTON VA 20187-8850","6151 MILES LN","WARRENTON","VA","20187-8850","64: Contractors"
"PAMELA AMES","","509 FAUQUIER ST FREDERICKSBURG VA 22401-3717","509 FAUQUIER ST","FREDERICKSBURG","VA","22401-3717","71A: Renting Residential Property"
"PAMELA HAWKINS","","2504 S WALTER REED DR # A ARLINGTON VA 22206-1292","2504 S WALTER REED DR","ARLINGTON","VA","22206-1292","71A: Renting Residential Property"
"PAMELA JANE BARTON AND BETTY BARTON BINGHAM","","1800 N KENT ST # 100 ARLINGTON VA 22209-2117","1800 N KENT ST","ARLINGTON","VA","22209-2117","71B: Renting Commercial Real Estate"
"PAMELA THIELMANN","","5319 LEE HWY ARLINGTON VA 22207-1607","5319 LEE HWY","ARLINGTON","VA","22207-1607","57A: Professional"
"PAMELA WRIGHT INTERIORS INC","","4600 LEE HWY # A ARLINGTON VA 22207-3419","4600 LEE HWY","ARLINGTON","VA","22207-3419","57B: Specialized, 61: Retail Merchant"
"PAMPAS POWER LLC","","209 PARIS LN STAFFORD VA 22556-8017","209 PARIS LN","STAFFORD","VA","22556-8017","64: Contractors"
"PAMPLONA LLC","PAMPLONA","3100 CLARENDON BLVD # 15 ARLINGTON VA 22201-5330","3100 CLARENDON BLVD","ARLINGTON","VA","22201-5330","26D: Beer & Wine-On/Off, 562130: Mixed Drinks-151+ Seats, 611: Restaurant"
"PANACEA INC","","100 EAST ST SE # 101 VIENNA VA 22180-4800","100 EAST ST SE","VIENNA","VA","22180-4800","64: Contractors"
"PANDA EXPRESS INC","PANDA EXPRESS #126","1100 S HAYES ST # 126 ARLINGTON VA 22202-4907","1100 S HAYES ST","ARLINGTON","VA","22202-4907","611: Restaurant"
"PANDORA VENTURES LLC","","1100 S HAYES ST # SO5A ARLINGTON VA 22202-4907","1100 S HAYES ST","ARLINGTON","VA","22202-4907","61: Retail Merchant"
"PANEL SYSTEMS INC","","14869 PERSISTENCE DR WOODBRIDGE VA 22191-3560","14869 PERSISTENCE DR","WOODBRIDGE","VA","22191-3560","64: Contractors"
"PANERA LLC","PANERA BREAD #1685","1700 N MOORE ST # 110 ARLINGTON VA 22209-2793","1700 N MOORE ST","ARLINGTON","VA","22209-2793","611: Restaurant"
"PANERA LLC","PANERA BREAD#1708","1100 S HAYES ST # VC03 ARLINGTON VA 22202-4907","1100 S HAYES ST","ARLINGTON","VA","22202-4907","611: Restaurant"
"PANNA & POMODORO CORP.","","3100 CLARENDON BLVD # 200 ARLINGTON VA 22201-5330","3100 CLARENDON BLVD","ARLINGTON","VA","22201-5330","57B: Specialized"
"PAOLO GALLO REVOCABLE TRUST & LALIA SEMMOUNE-GALLO REVOCABLE TRUST","","","","","","","71A: Renting Residential Property"
"PAPPAS GROUP LLC","DMI","4100 FAIRFAX DR # 400 ARLINGTON VA 22203-1676","4100 FAIRFAX DR","ARLINGTON","VA","22203-1676","57B: Specialized"
"PAPRIKA PROPERTIES LLC","","","","","","","71A: Renting Residential Property"
"PAR AUTOMOTIVE LLC","CHERRYDALE MOTORS","3412 LEE HWY ARLINGTON VA 22207-3715","3412 LEE HWY","ARLINGTON","VA","22207-3715","60: Repair Services, 61: Retail Merchant"
"PARADIES - BZB LLC","SPANX","NAT'L AIRPORT ARLINGTON VA","NAT'L AIRPORT","ARLINGTON","VA","","61: Retail Merchant"
"PARADIES - BZB LLC","BRIGHTON COLLECTIBLES","NAT'L AIRPORT ARLINGTON VA","NAT'L AIRPORT","ARLINGTON","VA","","61: Retail Merchant"
"PARADIES - BZB LLC","FORBES","NAT'L AIRPORT ARLINGTON VA","NAT'L AIRPORT","ARLINGTON","VA","","61: Retail Merchant"
"PARADIES - BZB LLC","CNBC","NAT'L AIRPORT ARLINGTON VA","NAT'L AIRPORT","ARLINGTON","VA","","61: Retail Merchant"
"PARADIES - BZB LLC","NBC4","NAT'L AIRPORT ARLINGTON VA","NAT'L AIRPORT","ARLINGTON","VA","","61: Retail Merchant"
"PARADIES - BZB LLC","WASHINGTONIAN","NAT'L AIRPORT ARLINGTON VA","NAT'L AIRPORT","ARLINGTON","VA","","61: Retail Merchant"
"PARADIES - BZB LLC","BROOKS BROTHERS","NAT'L AIRPORT ARLINGTON VA","NAT'L AIRPORT","ARLINGTON","VA","","61: Retail Merchant"
"PARADIES-BZB II LLC","WASHINGTON POUR BAR","1 AVIATION CIR # 3 WASHINGTON DC 20001-6000","1 AVIATION CIR","WASHINGTON","DC","20001-6000","26D: Beer & Wine-On/Off, 562110: Mixed Drinks-001-100 Seats, 611: Restaurant"
"PARADIES-BZB II LLC","MAGIC PAN","1 AVIATION CIR PIER B/C # 5 WASHINGTON DC 20001-6000","1 AVIATION CIR","WASHINGTON","DC","20001-6000","611: Restaurant"
"PARADIES-BZB II LLC","WOW BAO","WNA- TERMINAL C NORTH PIER SPACE #C2-899B ARLINGTON VA","WNA- TERMINAL C NORTH PIER","ARLINGTON","VA","","611: Restaurant"
"PARADIES-BZB II LLC","U STREET PUB","1 AVIATION CIR # 20001 WASHINGTON DC 20001-6000","1 AVIATION CIR","WASHINGTON","DC","20001-6000","26D: Beer & Wine-On/Off, 562110: Mixed Drinks-001-100 Seats, 611: Restaurant"
"PARADIES-BZB II LLC","SAY SI BON GOURMET MARKET","1 AVIATION CIR TERMINAL B/C # 7 WASHINGTON DC 20001","1 AVIATION CIR TERMINAL B/C","WASHINGTON","DC","20001-0000","611: Restaurant"
"PARADIES-BZB II LLC","SAY SI BON GOURMET MARKET","1 AVIATION CIR TERMINAL C # 4 WASHINGTON DC 20001","1 AVIATION CIR TERMINAL C","WASHINGTON","DC","20001-0000","611: Restaurant"
"PARADIES-DCA 2014 F & B LLC","BIG BOWL","1 AVIATION CIR WNA-TERMINAL # BC-18 WASHINGTON DC 20001","1 AVIATION CIR WNA-TERMINAL","WASHINGTON","DC","20001-0000","611: Restaurant"
"PARADIGM BUILDING GROUP LLC","","11230 WAPLES MILL RD # 140 FAIRFAX VA 22030-6087","11230 WAPLES MILL RD","FAIRFAX","VA","22030-6087","64: Contractors"
"PARADIGM CONSTRUCTION COMPANY","","1415 N TAFT ST # 100 ARLINGTON VA 22201-2676","1415 N TAFT ST","ARLINGTON","VA","22201-2676","57B: Specialized, 64: Contractors"
"PARADIGM CONTRACTORS LLC","","1415 N TAFT ST # 100 ARLINGTON VA 22201-2676","1415 N TAFT ST","ARLINGTON","VA","22201-2676","64: Contractors"
"PARADIGM DEVELOPMENT CO","","1415 N TAFT ST # 100 ARLINGTON VA 22201-2676","1415 N TAFT ST","ARLINGTON","VA","22201-2676","57B: Specialized, 81A: Builders/Developers"
"PARADIGM INVESTMENT GROUP SERVICES LP","","1415 N TAFT ST # 100 ARLINGTON VA 22201-2676","1415 N TAFT ST","ARLINGTON","VA","22201-2676","57B: Specialized"
"PARADIGM MANAGEMENT II LP","","1415 N TAFT ST # 100 ARLINGTON VA 22201-2676","1415 N TAFT ST","ARLINGTON","VA","22201-2676","571C: Real Estate Property Manager"
"PARADIGM MANAGEMENT LP","","1415 N TAFT ST # 100 ARLINGTON VA 22201-2676","1415 N TAFT ST","ARLINGTON","VA","22201-2676","571C: Real Estate Property Manager"
"PARADIGM SOLUTIONS CORP","","1100 N GLEBE RD ARLINGTON VA 22201-5798","1100 N GLEBE RD","ARLINGTON","VA","22201-5798","59: Business Services"
"PARAMID INC","","1100 WILSON BLVD # 10 ARLINGTON VA 22209-2249","1100 WILSON BLVD","ARLINGTON","VA","22209-2249","57B: Specialized"
"PARAMOUNT CONSTRUCTION INC","","15809 PARAMOUNT DR # A ROCKVILLE MD 20855-2172","15809 PARAMOUNT DR","ROCKVILLE","MD","20855-2172","64: Contractors"
"PARAMOUNT CONSTRUCTION SERVICES LLC","","21441 PACIFIC BLVD # 230 STERLING VA 20166-8941","21441 PACIFIC BLVD","STERLING","VA","20166-8941","64: Contractors"
"PARAMOUNT GROUP OPERATING PARTNERSHIP LP","","1919 N LYNN ST ARLINGTON VA 22209-1742","1919 N LYNN ST","ARLINGTON","VA","22209-1742","571C: Real Estate Property Manager"
"PARAMOUNT MECHANICAL CORP","","7053 GATEWAY CT MANASSAS VA 20109-7305","7053 GATEWAY CT","MANASSAS","VA","20109-7305","64: Contractors"
"PARET CHARLES","C N D COMPANY THE","9501 CORDWOOD CT BURKE VA 22015-3226","9501 CORDWOOD CT","BURKE","VA","22015-3226","64: Contractors"
"PARIS ASSOCIATES LP","PARIS BLDG C,D,E","","","","","","591: Parking Garages/Lots, 71B: Renting Commercial Real Estate"
"PARIS ASSOCIATES LP","LONDON & NORMANDY","","","","","","591: Parking Garages/Lots, 71A: Renting Residential Property"
"PARIVEDA SOLUTIONS INC","","1616 FORT MYER DR # 1110 ARLINGTON VA 22209-3123","1616 FORT MYER DR","ARLINGTON","VA","22209-3123","57B: Specialized"
"PARK AMERICA INC OF WASHINGTON DC","","2800 CRYSTAL DR ARLINGTON VA 22202-3500","2800 CRYSTAL DR","ARLINGTON","VA","22202-3500","591: Parking Garages/Lots"
"PARK AT FAIRGATE INC","GALLERY CAFE AND CATERING","1005 N GLEBE RD # 150 ARLINGTON VA 22201-5758","1005 N GLEBE RD","ARLINGTON","VA","22201-5758","611: Restaurant"
"PARK CAPITAL INVESTMENT GROUP LLC","","5001 15TH ST N ARLINGTON VA 22205-2618","5001 15TH ST N","ARLINGTON","VA","22205-2618","57B: Specialized"
